731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
731,298,141
759,333,141
760,333,141
761,334,141
760,333,141
759,333,141
760,334,141
760,334,141
760,333,141
760,333,141
760,333,141
760,333,141
760,333,141
760,333,141
760,333,141
760,333,141
760,333,141
785,365,141
786,366,141
786,367,141
786,366,141
786,366,141
787,366,141
785,366,141
787,366,141
786,366,141
787,367,141
787,368,141
788,368,141
787,366,141
787,367,141
786,365,141
787,368,141
806,396,141
806,395,141
805,395,141
805,395,141
805,393,141
805,394,141
806,395,141
805,395,141
806,396,141
806,395,141
806,395,141
805,395,141
806,395,141
805,393,141
805,395,141
806,395,141
821,420,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
822,422,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
823,422,141
836,445,141
835,444,141
836,445,141
836,445,141
836,444,141
835,445,141
836,445,141
836,445,141
835,445,141
836,445,141
836,445,141
835,445,141
835,445,141
836,445,141
836,445,141
846,466,141
847,467,141
846,466,141
846,467,141
846,467,141
847,467,141
846,467,141
846,467,141
846,467,141
846,467,141
846,467,141
847,467,141
846,467,141
846,467,141
846,467,141
846,466,141
855,486,138
856,486,138
856,486,138
857,486,138
856,486,138
856,486,138
856,486,138
856,487,138
856,487,138
857,486,138
856,486,138
856,486,138
856,487,138
856,487,138
856,487,138
855,486,138
856,486,138
865,505,131
866,506,130
866,506,130
866,506,130
866,506,130
865,506,130
866,506,130
866,506,130
866,506,130
866,506,130
866,506,130
865,506,130
866,506,130
866,506,130
865,506,130
872,523,125
872,523,125
872,523,125
871,523,125
873,524,125
872,524,125
873,523,125
872,524,125
872,523,125
873,524,125
872,524,125
872,524,125
873,524,125
872,523,125
872,524,125
873,524,125
878,542,125
878,542,125
878,541,125
879,541,125
878,542,125
879,542,125
878,542,125
877,541,125
878,541,125
878,542,125
879,542,125
878,542,125
879,542,125
879,542,125
878,542,125
878,542,125
878,542,125
884,558,139
885,559,139
884,559,139
885,560,139
884,560,139
884,560,139
885,560,139
884,559,139
885,559,139
885,559,139
885,560,139
884,560,139
884,560,139
885,560,139
885,560,139
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
889,576,138
893,592,136
893,592,136
893,592,136
893,592,136
894,592,136
894,592,136
894,592,136
893,592,136
893,592,136
893,592,136
893,592,136
893,592,136
893,592,136
893,592,136
893,592,136
893,592,136
893,592,136
897,607,135
897,607,135
896,607,135
896,607,135
897,607,135
897,607,135
897,607,135
897,608,135
896,608,135
896,607,135
896,607,135
897,607,135
897,607,135
896,608,135
896,608,135
900,592,134
900,590,134
900,591,134
900,591,134
899,591,134
898,591,135
899,591,134
899,591,134
898,591,135
899,591,134
899,591,134
899,591,134
898,591,135
899,591,134
898,591,135
899,591,134
901,578,133
900,578,134
901,577,133
900,577,134
901,578,133
901,577,133
899,578,134
900,578,134
901,577,133
900,577,134
900,578,134
900,577,134
900,577,134
899,578,134
899,577,134
900,577,134
900,577,134
900,578,134
900,577,134
900,577,134
900,577,134
902,564,133
902,564,133
902,563,133
901,564,133
902,563,133
902,564,133
902,564,133
902,564,133
902,564,133
902,564,133
902,564,133
904,555,133
904,555,133
904,554,133
904,555,133
903,554,133
904,554,133
905,555,132
903,554,133
903,554,133
904,555,133
905,555,132
903,554,133
903,554,133
904,555,133
905,555,132
903,554,133
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,545,128
905,546,128
905,545,128
905,545,128
905,545,128
907,537,130
906,537,131
905,536,132
906,536,131
906,536,131
906,536,131
906,536,131
906,537,131
906,537,131
906,537,131
906,536,131
906,536,131
906,536,131
906,536,131
906,536,131
906,531,132
907,530,132
908,531,118
907,531,132
908,531,118
908,530,118
907,530,132
907,530,132
908,531,118
908,531,118
907,531,132
907,531,132
907,531,132
908,530,118
907,530,132
907,530,132
908,526,118
908,526,118
909,526,118
910,526,118
909,526,118
910,527,118
909,526,118
909,526,118
910,527,118
909,526,118
909,526,118
909,526,118
910,527,118
909,526,118
909,526,118
909,526,118
910,527,118
910,523,118
910,523,118
910,522,118
911,523,117
910,522,118
911,523,117
911,522,117
911,522,117
910,522,118
911,523,117
911,523,117
910,523,118
910,522,118
910,523,118
911,522,117
911,520,117
911,520,117
911,519,117
911,519,117
912,520,117
912,520,117
911,519,117
911,519,117
912,520,117
912,520,117
911,519,117
911,519,117
912,520,117
912,520,117
911,520,117
912,520,117
912,518,117
912,518,117
913,518,117
913,518,117
912,518,117
912,518,117
912,518,117
913,518,117
913,518,117
913,518,117
912,518,117
912,518,117
912,518,117
913,519,117
912,518,117
913,519,117
913,518,117
914,518,117
914,518,117
914,518,117
914,518,117
914,518,117
914,518,117
914,518,117
914,517,117
914,517,117
914,517,117
914,517,117
914,517,117
914,517,117
914,517,117
914,518,117
